FA년도,구단명,선수명,세부 포지션,투,인정년수,구분,FA등급,플레이년도,Age,G,GS,GR,W,L,S,BLSV,HD,BLHD,IP,ER,H,2B,3B,HR,BB,HP,SO,WP,ERA,FIP,선발 이닝,구원 이닝,선발 WAR,구원 WAR,종합 WAR,연봉,비고1,비고2,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM RANK,TEAM G,TEAM GS,TEAM GR,TEAM W,TEAM L,TEAM S,TEAM BLSV,TEAM HD,TEAM BLHD,TEAM IP,TEAM ER,TEAM H,TEAM 2B,TEAM 3B,TEAM HR,TEAM BB,TEAM HP,TEAM SO,TEAM WP,TEAM ERA,TEAM FIP,TEAM 선발 이닝,TEAM 구원 이닝,TEAM 선발 WAR,TEAM 구원 WAR,TEAM 종합 WAR,TEAM 연봉,
2019,LG,차우찬,SP,좌투,4,재자격,B,2018,31,29,29,0,12,10,0,0,0,0,170,115,177,36,4,27,79,10,136,10,6.09,5.84,170,0,1.55,,1.55,100000,고졸,,,,,8,144,144,457,68,75,29,17,43,5,1268.2,746,1434,266,19,159,453,89,1058,72,5.29,4.95,812.1,456.1,15.02,0.76,15.78,502700,
2020,LG,차우찬,SP,좌투,4,재자격,B,2019,32,29,28,1,13,8,0,0,0,0,168.1,77,181,30,1,16,59,5,124,13,4.12,4.28,166.1,2,2.64,-0.24,2.41,100000,고졸,,,,,4,144,144,455,79,64,43,13,62,3,1283.1,551,1257,223,23,89,499,91,953,64,3.86,4.13,786,497.1,13.04,7.37,20.42,434700,
2021,LG,차우찬,SP,좌투,4,재자격,B,2020,33,13,13,0,5,5,0,0,0,0,64,38,71,14,1,8,28,2,51,1,5.34,4.94,64,0,0.56,,0.56,100000,고졸,,잔류,2,20,4,144,144,509,79,61,29,19,67,4,1292.2,627,1344,240,17,123,493,86,1019,49,4.37,4.51,797,495.2,17.24,6.56,23.81,503500,
2022,LG,차우찬,SP,좌투,,FA 1년차,,2021,34,5,5,0,2,1,0,0,0,0,22.1,13,16,3,0,2,13,3,12,0,5.24,5.71,22.1,0,0.33,,0.33,30000,,,,,,4,144,144,553,72,58,32,14,81,11,1272.1,505,1126,197,18,80,545,98,1068,43,3.57,3.88,696,576.1,16.49,13.86,30.35,391200,
2013,SK,채병용,SP,우투,9,신규,A,2012,30,14,10,4,3,3,0,,0,,62.2,22,67,,,3,22,1,42,1,3.16,3.32,,,1.72,-0.15,1.57,18000,고졸,,,,,2,133,133,416,71,59,40,,69,,1181.1,502,1114,,,90,457,70,814,35,3.82,3.93,,,10.76,7.91,18.67,249200,
2014,SK,채병용,RP,우투,9,신규,A,2013,31,12,2,10,0,3,1,0,0,1,20.1,18,30,6,0,2,16,3,12,1,7.97,6.24,7.2,12.2,-0.11,0.04,-0.07,16000,고졸,,,,,6,128,128,394,62,63,31,17,38,5,1139,527,1091,217,12,101,505,70,878,66,4.16,4.43,750,389,15.86,3.14,19,208900,
2015,SK,채병용,SP,우투,9,신규,A,2014,32,27,24,3,8,12,0,1,0,0,130,92,151,32,2,27,49,8,87,2,6.37,6.41,124.1,5.2,1.57,0.26,1.84,13500,고졸,,,,,5,128,128,427,61,65,26,15,44,7,1129.1,692,1271,239,21,153,522,68,837,67,5.51,5.49,673.1,456,13.55,3.71,17.26,270300,
2016,SK,채병용,RP,우투,9,신규,A,2015,33,33,8,25,4,4,0,0,1,0,83,56,103,17,2,17,27,3,78,4,6.07,5.26,33.1,49.2,-0.25,0.58,0.33,22000,고졸,,잔류,3,10.5,5,144,144,477,69,73,31,11,60,3,1280.2,670,1358,270,11,153,517,70,1149,71,4.71,4.6,740.2,540,15.11,8.4,23.52,354500,
2017,SK,채병용,RP,우투,,FA 1년차,,2016,34,68,0,68,6,3,2,1,9,1,83.2,40,77,14,1,9,29,3,67,2,4.3,4.67,0,83.2,,2.46,2.46,25000,,,,,,6,144,144,456,69,75,31,12,43,6,1274,689,1386,232,22,151,527,76,945,65,4.87,5.15,756,518,16.73,7.34,24.07,393600,
2020,키움,한현희,RP,우사,9,신규,A,2019,26,61,0,61,7,5,0,3,24,3,58,22,50,10,1,1,20,7,49,2,3.41,3.29,0,58,,1.32,1.32,32000,고졸,,,,,2,144,144,467,86,57,39,11,91,7,1279,513,1293,244,24,61,371,58,984,45,3.61,3.44,790.1,488.2,18.66,10.98,29.63,328000,
2021,키움,한현희,SP,우사,9,신규,A,2020,27,25,25,0,7,9,0,0,0,0,135.2,75,141,20,1,10,37,14,109,3,4.98,4.01,135.2,0,2.9,,2.9,29000,고졸,,,,,5,144,144,586,80,63,42,18,81,8,1280.1,624,1336,208,15,126,446,73,950,51,4.39,4.49,706.1,574,15.99,9.1,25.09,380300,
2022,키움,한현희,SP,우사,9,신규,A,2021,28,18,15,3,6,2,0,0,1,0,85.2,37,86,20,0,4,30,6,61,3,3.89,3.85,81,4.2,2.15,0.1,2.24,29000,고졸,,,,,5,144,144,487,70,67,30,16,56,9,1263.1,605,1281,223,7,101,566,80,900,59,4.31,4.36,749.1,514,16.61,3.4,20.02,411000,
2023,키움,한현희,SP,우사,9,신규,A,2022,29,21,14,7,6,4,0,0,0,0,77.2,41,83,20,1,9,24,8,59,2,4.75,4.54,69,8.2,1.09,0.03,1.12,25000,고졸,,이적,4,40,2,144,144,505,80,62,48,18,84,8,1296.1,546,1247,259,15,96,490,70,1010,51,3.79,4.03,782,514.1,21.67,3.61,25.28,325800,
2024,롯데,한현희,RP,우사,,FA 1년차,,2023,30,38,18,20,6,12,0,1,3,2,104,63,123,20,4,11,44,11,74,6,5.45,4.97,86.1,17.2,1.22,-0.42,0.79,20000,,,,,,7,144,144,547,68,76,35,13,82,8,1272.1,586,1328,223,24,80,532,82,1070,71,4.15,3.9,769,503.1,19.28,3.71,22.99,577760,
2021,두산,함덕주,CP,좌투,8,신규,B,2020,25,36,6,30,5,1,10,3,2,1,55.1,24,55,7,0,2,21,0,55,7,3.9,3.06,25.1,30,0.59,0.45,1.04,21000,고졸,,,,,2,144,144,512,79,61,23,15,45,9,1285.2,616,1395,258,25,109,478,61,1046,52,4.31,4.2,773.2,512,19.83,4.48,24.3,443600,
2022,LG,함덕주,RP,좌투,8,신규,B,2021,26,16,3,13,1,2,0,0,1,0,21,10,20,2,1,2,13,3,18,2,4.29,5.12,8.1,12.2,0.02,0.3,0.32,16500,고졸,,,,,4,144,144,553,72,58,32,14,81,11,1272.1,505,1126,197,18,80,545,98,1068,43,3.57,3.88,696,576.1,16.49,13.86,30.35,391200,
2023,LG,함덕주,RP,좌투,8,신규,B,2022,27,13,0,13,0,0,0,0,0,0,12.2,3,9,2,0,0,11,1,13,0,2.13,4.16,0,12.2,,0.44,0.44,12000,고졸,,,,,3,144,144,604,87,55,43,15,107,5,1288,476,1179,166,34,94,451,59,1031,49,3.33,3.82,731,557,18.28,14.01,32.29,393600,
2024,LG,함덕주,RP,좌투,8,신규,B,2023,28,57,0,57,4,0,4,0,16,2,55.2,10,32,9,1,1,22,2,59,0,1.62,2.69,0,55.2,,2.67,2.67,10000,고졸,,잔류,4,38,1,144,144,593,86,56,37,15,92,5,1293.1,527,1266,215,17,74,491,76,977,47,3.67,3.98,723.1,570,15.44,10.67,26.11,551100,
2025,LG,함덕주,RP,좌투,,FA 1년차,,2024,29,15,0,15,0,1,0,0,3,0,11.2,7,13,0,1,2,7,1,8,0,5.4,6.65,0,11.2,,0.32,0.32,20000,,,,,,3,144,144,563,76,66,34,20,65,7,1277,657,1375,219,11,126,529,80,1082,68,4.63,4.65,755,522,19.65,3.18,22.83,446900,
2021,두산,홍건희,RP,우투,8,신규,A,2020,28,60,0,60,3,4,1,3,8,1,68.2,38,74,14,3,8,22,5,60,3,4.98,4.41,0.00,68.20,,0.22,0.22,5300,고졸,,,,,2,144,144,512,79,61,23,15,45,9,1285.2,616,1395,258,25,109,478,61,1046,52,4.31,4.2,773.2,512,19.83,4.48,24.3,443600,
2022,두산,홍건희,RP,우투,8,신규,A,2021,29,65,0,65,6,6,3,5,17,2,74.1,23,65,11,0,3,27,0,82,7,2.78,2.62,0,74.1,,2.67,2.67,11000,고졸,,,,,2,144,144,514,71,65,28,15,61,11,1269.1,601,1295,212,21,104,587,73,1045,52,4.26,4.19,726,543.1,15.98,9.1,25.08,315300,
2023,두산,홍건희,CP,우투,8,신규,A,2022,30,58,0,58,2,9,18,4,9,0,62,24,58,9,0,5,21,2,60,4,3.48,3.42,0,62,,0.49,0.49,25000,고졸,,,,,9,144,144,526,60,82,32,18,68,10,1279.1,632,1336,206,19,117,555,70,977,69,4.45,4.4,745,534.1,11,-0.4,10.59,443200,
2024,두산,홍건희,CP,우투,8,신규,A,2023,31,64,0,64,1,5,22,3,5,0,61.2,21,67,10,3,4,24,0,62,8,3.06,3.21,0,61.2,,1.23,1.23,30000,고졸,,잔류,4,24.5,5,144,144,516,74,68,41,18,70,10,1284.2,560,1245,239,17,90,501,82,1013,60,3.92,4.04,745,539.2,18.73,2.86,21.59,332900,
2025,두산,홍건희,CP,우투,,FA 1년차,,2024,32,65,0,65,4,3,9,6,11,0,59.1,18,55,6,1,5,33,5,45,5,2.73,5.19,0,59.1,,1.59,1.59,30000,,,,,,4,144,144,628,74,68,41,20,87,9,1283.2,688,1332,225,31,135,585,92,1083,67,4.82,4.9,683.1,600.1,14.27,8.35,22.62,407200,
